source_hub,flight_date,flight_status,departure_airport,departure_iata,departure_icao,departure_delay,departure_scheduled,departure_actual,arrival_airport,arrival_iata,arrival_icao,arrival_delay,arrival_scheduled,arrival_actual,airline_name,airline_iata,airline_icao,flight_number,flight_iata,flight_icao
JFK,2026-04-05,active,John F Kennedy International,JFK,KJFK,,2026-04-05T07:50:00+00:00,2026-04-05T08:03:00+00:00,Heathrow,LHR,EGLL,,2026-04-05T19:45:00+00:00,,British Airways,BA,BAW,178,BA178,BAW178
JFK,2026-04-05,active,John F Kennedy International,JFK,KJFK,,2026-04-05T07:35:00+00:00,2026-04-05T07:58:00+00:00,El Nuevo Dorado International,BOG,SKBO,,2026-04-05T12:25:00+00:00,,SA AVIANCA,AV,AVA,21,AV21,AVA21
JFK,2026-04-05,active,John F Kennedy International,JFK,KJFK,,2026-04-05T07:29:00+00:00,2026-04-05T07:40:00+00:00,Seattle-Tacoma International,SEA,KSEA,,2026-04-05T10:45:00+00:00,,Delta Air Lines,DL,DAL,699,DL699,DAL699
JFK,2026-04-05,active,John F Kennedy International,JFK,KJFK,11.0,2026-04-05T07:29:00+00:00,2026-04-05T07:50:00+00:00,John Wayne,SNA,KSNA,11.0,2026-04-05T10:52:00+00:00,,American Airlines,AA,AAL,3085,AA3085,AAL3085
JFK,2026-04-05,active,John F Kennedy International,JFK,KJFK,,2026-04-05T07:00:00+00:00,2026-04-05T07:08:00+00:00,Seattle-Tacoma International,SEA,KSEA,,2026-04-05T10:18:00+00:00,,Alaska Airlines,AS,ASA,21,AS21,ASA21
JFK,2026-04-05,active,John F Kennedy International,JFK,KJFK,,2026-04-05T02:00:00+00:00,2026-04-05T02:18:00+00:00,Haneda Airport,HND,RJTT,,2026-04-06T05:15:00+00:00,,United Airlines,UA,UAL,7923,UA7923,UAL7923
JFK,2026-04-05,active,John F Kennedy International,JFK,KJFK,,2026-04-05T01:55:00+00:00,2026-04-05T02:54:00+00:00,Hong Kong International,HKG,VHHH,,2026-04-06T05:30:00+00:00,,Miat - Mongolian Airlines,OM,MGL,5843,OM5843,MGL5843
JFK,2026-04-05,active,John F Kennedy International,JFK,KJFK,,2026-04-05T01:55:00+00:00,2026-04-05T02:54:00+00:00,Hong Kong International,HKG,VHHH,,2026-04-06T05:30:00+00:00,,Malaysia Airlines,MH,MAS,9211,MH9211,MAS9211
JFK,2026-04-05,active,John F Kennedy International,JFK,KJFK,,2026-04-05T01:55:00+00:00,2026-04-05T02:54:00+00:00,Hong Kong International,HKG,VHHH,,2026-04-06T05:30:00+00:00,,LATAM Airlines,LA,LAN,5649,LA5649,LAN5649
JFK,2026-04-05,active,John F Kennedy International,JFK,KJFK,,2026-04-05T01:30:00+00:00,2026-04-05T02:21:00+00:00,Seoul (Incheon),ICN,RKSI,,2026-04-06T06:05:00+00:00,,United Airlines,UA,UAL,7301,UA7301,UAL7301
JFK,2026-04-05,active,John F Kennedy International,JFK,KJFK,,2026-04-05T01:30:00+00:00,2026-04-05T02:21:00+00:00,Seoul (Incheon),ICN,RKSI,,2026-04-06T06:05:00+00:00,,Copa Airlines,CM,CMP,8020,CM8020,CMP8020
JFK,2026-04-05,active,John F Kennedy International,JFK,KJFK,,2026-04-05T01:30:00+00:00,2026-04-05T02:21:00+00:00,Seoul (Incheon),ICN,RKSI,,2026-04-06T06:05:00+00:00,,Thai Airways International,TG,THA,6754,TG6754,THA6754
JFK,2026-04-05,active,John F Kennedy International,JFK,KJFK,,2026-04-05T01:30:00+00:00,2026-04-05T02:02:00+00:00,Haneda Airport,HND,RJTT,,2026-04-06T04:55:00+00:00,,American Airlines,AA,AAL,8495,AA8495,AAL8495
JFK,2026-04-05,active,John F Kennedy International,JFK,KJFK,,2026-04-05T01:30:00+00:00,2026-04-05T02:02:00+00:00,Haneda Airport,HND,RJTT,,2026-04-06T04:55:00+00:00,,Malaysia Airlines,MH,MAS,9103,MH9103,MAS9103
JFK,2026-04-05,active,John F Kennedy International,JFK,KJFK,,2026-04-05T01:30:00+00:00,2026-04-05T02:02:00+00:00,Haneda Airport,HND,RJTT,,2026-04-06T04:55:00+00:00,,LATAM Airlines,LA,LAN,7465,LA7465,LAN7465
JFK,2026-04-05,active,John F Kennedy International,JFK,KJFK,,2026-04-05T01:15:00+00:00,2026-04-05T01:42:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,RCTP,,2026-04-06T05:50:00+00:00,,Vietnam Airlines,VN,HVN,3009,VN3009,HVN3009
JFK,2026-04-05,active,John F Kennedy International,JFK,KJFK,,2026-04-05T00:50:00+00:00,2026-04-05T01:05:00+00:00,Seoul (Incheon),ICN,RKSI,,2026-04-06T05:10:00+00:00,,Delta Air Lines,DL,DAL,7844,DL7844,DAL7844
JFK,2026-04-05,active,John F Kennedy International,JFK,KJFK,,2026-04-05T05:00:00+00:00,2026-04-05T05:20:00+00:00,Cheddi Jagan International,GEO,SYCJ,,2026-04-05T10:40:00+00:00,,Caribbean Airlines,BW,BWA,527,BW527,BWA527
JFK,2026-04-05,active,John F Kennedy International,JFK,KJFK,,2026-04-05T02:05:00+00:00,2026-04-05T02:29:00+00:00,Beijing Capital International,PEK,ZBAA,,2026-04-06T06:40:00+00:00,,Air China LTD,CA,CCA,982,CA982,CCA982
JFK,2026-04-05,active,John F Kennedy International,JFK,KJFK,,2026-04-05T02:00:00+00:00,2026-04-05T02:18:00+00:00,Haneda Airport,HND,RJTT,,2026-04-06T05:15:00+00:00,,ANA,NH,ANA,159,NH159,ANA159
JFK,2026-04-05,active,John F Kennedy International,JFK,KJFK,,2026-04-05T01:55:00+00:00,2026-04-05T02:54:00+00:00,Hong Kong International,HKG,VHHH,,2026-04-06T05:30:00+00:00,,Cathay Pacific,CX,CPA,843,CX843,CPA843
JFK,2026-04-05,active,John F Kennedy International,JFK,KJFK,,2026-04-05T01:45:00+00:00,2026-04-05T02:34:00+00:00,Ninoy Aquino International,MNL,RPLL,,2026-04-06T06:25:00+00:00,,Philippine Airlines,PR,PAL,127,PR127,PAL127
JFK,2026-04-05,active,John F Kennedy International,JFK,KJFK,,2026-04-05T01:30:00+00:00,2026-04-05T02:21:00+00:00,Seoul (Incheon),ICN,RKSI,,2026-04-06T06:05:00+00:00,,Asiana Airlines,OZ,AAR,223,OZ223,AAR223
JFK,2026-04-05,active,John F Kennedy International,JFK,KJFK,,2026-04-05T01:15:00+00:00,2026-04-05T01:42:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,RCTP,,2026-04-06T05:50:00+00:00,,China Airlines,CI,CAL,11,CI11,CAL11
JFK,2026-04-05,active,John F Kennedy International,JFK,KJFK,,2026-04-05T00:50:00+00:00,2026-04-05T01:05:00+00:00,Seoul (Incheon),ICN,RKSI,,2026-04-06T05:10:00+00:00,,Korean Air,KE,KAL,86,KE86,KAL86
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T08:24:00+00:00,2026-04-05T08:26:00+00:00,Denver International,DEN,KDEN,,2026-04-05T11:58:00+00:00,,Delta Air Lines,DL,DAL,3694,DL3694,DAL3694
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T08:09:00+00:00,2026-04-05T08:18:00+00:00,Vancouver International,YVR,CYVR,,2026-04-05T11:29:00+00:00,,Air Tahiti Nui,TN,THT,1357,TN1357,THT1357
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T08:09:00+00:00,2026-04-05T08:18:00+00:00,Vancouver International,YVR,CYVR,,2026-04-05T11:29:00+00:00,,Qantas,QF,QFA,4647,QF4647,QFA4647
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T08:09:00+00:00,2026-04-05T08:18:00+00:00,Vancouver International,YVR,CYVR,,2026-04-05T11:29:00+00:00,,AlphaSky,AS,JAG,6433,AS6433,JAG6433
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T09:00:00+00:00,2026-04-05T09:23:00+00:00,Kona International Airport,KOA,PHKO,,2026-04-05T11:50:00+00:00,,Alitalia,AZ,AZA,4434,AZ4434,AZA4434
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T09:00:00+00:00,2026-04-05T09:23:00+00:00,Kona International Airport,KOA,PHKO,,2026-04-05T11:50:00+00:00,,Air Canada,AC,ACA,3903,AC3903,ACA3903
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,5.0,2026-04-05T09:00:00+00:00,2026-04-05T09:40:00+00:00,Kahului,OGG,PHOG,5.0,2026-04-05T11:53:00+00:00,,Alitalia,AZ,AZA,4439,AZ4439,AZA4439
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,5.0,2026-04-05T09:00:00+00:00,2026-04-05T09:40:00+00:00,Kahului,OGG,PHOG,5.0,2026-04-05T11:53:00+00:00,,Air Canada,AC,ACA,5059,AC5059,ACA5059
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T08:30:00+00:00,2026-04-05T08:38:00+00:00,Kahului,OGG,PHOG,,2026-04-05T11:30:00+00:00,,Virgin Atlantic,VS,VIR,1814,VS1814,VIR1814
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T08:30:00+00:00,2026-04-05T08:38:00+00:00,Kahului,OGG,PHOG,,2026-04-05T11:30:00+00:00,,LATAM Airlines,LA,LAN,7129,LA7129,LAN7129
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T08:30:00+00:00,2026-04-05T08:38:00+00:00,Kahului,OGG,PHOG,,2026-04-05T11:30:00+00:00,,Aeromexico,AM,AMX,3792,AM3792,AMX3792
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T07:45:00+00:00,2026-04-05T07:40:00+00:00,John F Kennedy International,JFK,KJFK,,2026-04-05T15:22:00+00:00,,Air China Cargo,CAO,CAO,,CAO,CAO
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T09:34:00+00:00,2026-04-05T09:38:00+00:00,Indianapolis International,IND,KIND,,2026-04-05T16:37:00+00:00,,Qantas,QF,QFA,3011,QF3011,QFA3011
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T09:34:00+00:00,2026-04-05T09:38:00+00:00,Indianapolis International,IND,KIND,,2026-04-05T16:37:00+00:00,,Malaysia Airlines,MH,MAS,9443,MH9443,MAS9443
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T09:34:00+00:00,2026-04-05T09:38:00+00:00,Indianapolis International,IND,KIND,,2026-04-05T16:37:00+00:00,,AlphaSky,AS,JAG,4158,AS4158,JAG4158
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,6.0,2026-04-05T09:25:00+00:00,2026-04-05T09:50:00+00:00,Indianapolis International,IND,KIND,6.0,2026-04-05T16:18:00+00:00,,Virgin Atlantic,VS,VIR,2208,VS2208,VIR2208
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T07:35:00+00:00,2026-04-05T07:49:00+00:00,Seattle-Tacoma International,SEA,KSEA,,2026-04-05T10:26:00+00:00,,WestJet,WS,WJA,7407,WS7407,WJA7407
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T07:35:00+00:00,2026-04-05T07:49:00+00:00,Seattle-Tacoma International,SEA,KSEA,,2026-04-05T10:26:00+00:00,,Virgin Atlantic,VS,VIR,1970,VS1970,VIR1970
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T07:35:00+00:00,2026-04-05T07:49:00+00:00,Seattle-Tacoma International,SEA,KSEA,,2026-04-05T10:26:00+00:00,,El Al,LY,ELY,4591,LY4591,ELY4591
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T07:35:00+00:00,2026-04-05T07:49:00+00:00,Seattle-Tacoma International,SEA,KSEA,,2026-04-05T10:26:00+00:00,,Korean Air,KE,KAL,7215,KE7215,KAL7215
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T07:15:00+00:00,2026-04-05T07:30:00+00:00,Newark Liberty International,EWR,KEWR,,2026-04-05T15:48:00+00:00,,Virgin Australia,VA,VOZ,8531,VA8531,VOZ8531
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T07:15:00+00:00,2026-04-05T07:30:00+00:00,Newark Liberty International,EWR,KEWR,,2026-04-05T15:48:00+00:00,,Brussels Airlines,SN,BEL,8910,SN8910,BEL8910
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T07:15:00+00:00,2026-04-05T07:30:00+00:00,Newark Liberty International,EWR,KEWR,,2026-04-05T15:48:00+00:00,,Austrian,OS,AUA,7998,OS7998,AUA7998
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T07:15:00+00:00,2026-04-05T07:30:00+00:00,Newark Liberty International,EWR,KEWR,,2026-04-05T15:48:00+00:00,,Air New Zealand,NZ,ANZ,9519,NZ9519,ANZ9519
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T07:15:00+00:00,2026-04-05T07:30:00+00:00,Newark Liberty International,EWR,KEWR,,2026-04-05T15:48:00+00:00,,Lufthansa,LH,DLH,7881,LH7881,DLH7881
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T07:55:00+00:00,2026-04-05T08:05:00+00:00,Orlando International,MCO,KMCO,,2026-04-05T15:33:00+00:00,,Virgin Atlantic,VS,VIR,2209,VS2209,VIR2209
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T07:55:00+00:00,2026-04-05T08:05:00+00:00,Orlando International,MCO,KMCO,,2026-04-05T15:33:00+00:00,,LATAM Airlines,LA,LAN,6699,LA6699,LAN6699
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T08:17:00+00:00,2026-04-05T08:34:00+00:00,Cancún International,CUN,MMUN,,2026-04-05T15:00:00+00:00,,Hawaiian Airlines,HA,HAL,4931,HA4931,HAL4931
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T08:17:00+00:00,2026-04-05T08:34:00+00:00,Cancún International,CUN,MMUN,,2026-04-05T15:00:00+00:00,,American Airlines,AA,AAL,7639,AA7639,AAL7639
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T09:13:00+00:00,2026-04-05T09:29:00+00:00,Boise Air Terminal/Gowen Field,BOI,KBOI,,2026-04-05T12:25:00+00:00,,Air Tahiti Nui,TN,THT,2375,TN2375,THT2375
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T09:13:00+00:00,2026-04-05T09:29:00+00:00,Boise Air Terminal/Gowen Field,BOI,KBOI,,2026-04-05T12:25:00+00:00,,Hawaiian Airlines,HA,HAL,6152,HA6152,HAL6152
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,9.0,2026-04-05T09:00:00+00:00,2026-04-05T09:39:00+00:00,Sacramento International,SMF,KSMF,9.0,2026-04-05T10:33:00+00:00,,Virgin Australia,VA,VOZ,8233,VA8233,VOZ8233
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,9.0,2026-04-05T09:00:00+00:00,2026-04-05T09:39:00+00:00,Sacramento International,SMF,KSMF,9.0,2026-04-05T10:33:00+00:00,,Singapore Airlines,SQ,SIA,1656,SQ1656,SIA1656
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,9.0,2026-04-05T09:00:00+00:00,2026-04-05T09:39:00+00:00,Sacramento International,SMF,KSMF,9.0,2026-04-05T10:33:00+00:00,,Air New Zealand,NZ,ANZ,9096,NZ9096,ANZ9096
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,9.0,2026-04-05T09:00:00+00:00,2026-04-05T09:39:00+00:00,Sacramento International,SMF,KSMF,9.0,2026-04-05T10:33:00+00:00,,Air Canada,AC,ACA,4523,AC4523,ACA4523
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,1.0,2026-04-05T09:17:00+00:00,2026-04-05T09:48:00+00:00,San Diego International Airport,SAN,KSAN,1.0,2026-04-05T10:20:00+00:00,,Virgin Australia,VA,VOZ,8419,VA8419,VOZ8419
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,1.0,2026-04-05T09:17:00+00:00,2026-04-05T09:48:00+00:00,San Diego International Airport,SAN,KSAN,1.0,2026-04-05T10:20:00+00:00,,Air New Zealand,NZ,ANZ,6937,NZ6937,ANZ6937
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T08:45:00+00:00,2026-04-05T09:08:00+00:00,Reno-Tahoe International,RNO,KRNO,,2026-04-05T10:28:00+00:00,,Singapore Airlines,SQ,SIA,1650,SQ1650,SIA1650
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T08:45:00+00:00,2026-04-05T09:08:00+00:00,Reno-Tahoe International,RNO,KRNO,,2026-04-05T10:28:00+00:00,,Air New Zealand,NZ,ANZ,6919,NZ6919,ANZ6919
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T09:45:00+00:00,2026-04-05T09:57:00+00:00,Don Miguel Hidalgo y Costilla International,GDL,MMGL,,2026-04-05T13:52:00+00:00,,Volaris,Y4,VOI,5723,Y45723,VOI5723
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T09:40:00+00:00,2026-04-05T09:46:00+00:00,Metropolitan Oak International,OAK,KOAK,,2026-04-05T11:10:00+00:00,,Southwest Airlines,WN,SWA,1841,WN1841,SWA1841
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T09:34:00+00:00,2026-04-05T09:38:00+00:00,Indianapolis International,IND,KIND,,2026-04-05T16:37:00+00:00,,American Airlines,AA,AAL,1437,AA1437,AAL1437
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,6.0,2026-04-05T09:25:00+00:00,2026-04-05T09:50:00+00:00,Indianapolis International,IND,KIND,6.0,2026-04-05T16:18:00+00:00,,Delta Air Lines,DL,DAL,861,DL861,DAL861
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T09:19:00+00:00,2026-04-05T09:36:00+00:00,Kahului,OGG,PHOG,,2026-04-05T12:16:00+00:00,,American Airlines,AA,AAL,271,AA271,AAL271
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,1.0,2026-04-05T09:17:00+00:00,2026-04-05T09:48:00+00:00,San Diego International Airport,SAN,KSAN,1.0,2026-04-05T10:20:00+00:00,,United Airlines,UA,UAL,4643,UA4643,UAL4643
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T09:13:00+00:00,2026-04-05T09:29:00+00:00,Boise Air Terminal/Gowen Field,BOI,KBOI,,2026-04-05T12:25:00+00:00,,Alaska Horizon (University of Washington Livery),AS,ASA,2119,AS2119,ASA2119
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T09:10:00+00:00,2026-04-05T09:12:00+00:00,Tampa International,TPA,KTPA,,2026-04-05T16:35:00+00:00,,Southwest Airlines,WN,SWA,3730,WN3730,SWA3730
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T09:00:00+00:00,2026-04-05T09:23:00+00:00,Kona International Airport,KOA,PHKO,,2026-04-05T11:50:00+00:00,,United Airlines,UA,UAL,2373,UA2373,UAL2373
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,9.0,2026-04-05T09:00:00+00:00,2026-04-05T09:39:00+00:00,Sacramento International,SMF,KSMF,9.0,2026-04-05T10:33:00+00:00,,United Airlines,UA,UAL,1949,UA1949,UAL1949
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,5.0,2026-04-05T09:00:00+00:00,2026-04-05T09:40:00+00:00,Kahului,OGG,PHOG,5.0,2026-04-05T11:53:00+00:00,,United Airlines,UA,UAL,417,UA417,UAL417
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T09:00:00+00:00,2026-04-05T09:19:00+00:00,Des Moines International,DSM,KDSM,,2026-04-05T14:32:00+00:00,,American Airlines,AA,AAL,6409,AA6409,AAL6409
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T09:00:00+00:00,2026-04-05T09:11:00+00:00,John F Kennedy International,JFK,KJFK,,2026-04-05T17:30:00+00:00,,American Airlines,AA,AAL,307,AA307,AAL307
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T08:45:00+00:00,2026-04-05T09:08:00+00:00,Reno-Tahoe International,RNO,KRNO,,2026-04-05T10:28:00+00:00,,United Airlines,UA,UAL,5410,UA5410,UAL5410
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T08:35:00+00:00,2026-04-05T08:44:00+00:00,John F Kennedy International,JFK,KJFK,,2026-04-05T16:54:00+00:00,,JetBlue Airways,B6,JBU,424,B6424,JBU424
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T08:30:00+00:00,2026-04-05T08:43:00+00:00,Seattle-Tacoma International,SEA,KSEA,,2026-04-05T11:37:00+00:00,,United Airlines,UA,UAL,5873,UA5873,UAL5873
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,14.0,2026-04-05T08:30:00+00:00,2026-04-05T09:00:00+00:00,Kona International Airport,KOA,PHKO,14.0,2026-04-05T11:10:00+00:00,,Sun Country Airlines,SY,SCX,8501,SY8501,SCX8501
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T08:30:00+00:00,2026-04-05T08:57:00+00:00,Owen Roberts International,GCM,MWCR,,2026-04-05T16:00:00+00:00,,Cayman Airways,KX,CAY,481,KX481,CAY481
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T08:30:00+00:00,2026-04-05T08:38:00+00:00,Kahului,OGG,PHOG,,2026-04-05T11:30:00+00:00,,Delta Air Lines,DL,DAL,1556,DL1556,DAL1556
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T08:23:00+00:00,2026-04-05T08:50:00+00:00,Cancún International,CUN,MMUN,,2026-04-05T15:12:00+00:00,,United Airlines,UA,UAL,1276,UA1276,UAL1276
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T08:20:00+00:00,2026-04-05T08:34:00+00:00,Denver International,DEN,KDEN,,2026-04-05T11:40:00+00:00,,Southwest Airlines,WN,SWA,556,WN556,SWA556
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,9.0,2026-04-05T08:20:00+00:00,2026-04-05T08:48:00+00:00,Fort Lauderdale–Hollywood International,FLL,KFLL,9.0,2026-04-05T16:15:00+00:00,,JetBlue Airways,B6,JBU,300,B6300,JBU300
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T08:18:00+00:00,2026-04-05T08:33:00+00:00,Newark Liberty International,EWR,KEWR,,2026-04-05T16:26:00+00:00,,Spirit Airlines,NK,NKS,1693,NK1693,NKS1693
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T08:17:00+00:00,2026-04-05T08:34:00+00:00,Cancún International,CUN,MMUN,,2026-04-05T15:00:00+00:00,,Alaska Airlines,AS,ASA,1366,AS1366,ASA1366
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T08:09:00+00:00,2026-04-05T08:18:00+00:00,Vancouver International,YVR,CYVR,,2026-04-05T11:29:00+00:00,,American Airlines,AA,AAL,6303,AA6303,AAL6303
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T08:00:00+00:00,2026-04-05T08:09:00+00:00,John F Kennedy International,JFK,KJFK,,2026-04-05T16:19:00+00:00,,Delta Air Lines,DL,DAL,958,DL958,DAL958
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T08:00:00+00:00,2026-04-05T08:11:00+00:00,Seattle-Tacoma International,SEA,KSEA,,2026-04-05T11:02:00+00:00,,Alaska Airlines,AS,ASA,527,AS527,ASA527
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T07:55:00+00:00,2026-04-05T08:00:00+00:00,Logan International,BOS,KBOS,,2026-04-05T16:14:00+00:00,,Delta Air Lines,DL,DAL,639,DL639,DAL639
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T07:55:00+00:00,2026-04-05T08:05:00+00:00,Orlando International,MCO,KMCO,,2026-04-05T15:33:00+00:00,,Delta Air Lines,DL,DAL,482,DL482,DAL482
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,3.0,2026-04-05T07:50:00+00:00,2026-04-05T08:07:00+00:00,Ronald Reagan Washington National Airport,DCA,KDCA,3.0,2026-04-05T15:30:00+00:00,,Delta Air Lines,DL,DAL,392,DL392,DAL392
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T07:35:00+00:00,2026-04-05T07:49:00+00:00,Seattle-Tacoma International,SEA,KSEA,,2026-04-05T10:26:00+00:00,,Delta Air Lines,DL,DAL,2980,DL2980,DAL2980
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T07:35:00+00:00,2026-04-05T07:49:00+00:00,Lester B. Pearson International,YYZ,CYYZ,,2026-04-05T15:24:00+00:00,,Air Canada,AC,ACA,782,AC782,ACA782
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T07:15:00+00:00,2026-04-05T07:30:00+00:00,Newark Liberty International,EWR,KEWR,,2026-04-05T15:48:00+00:00,,United Airlines,UA,UAL,2743,UA2743,UAL2743
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T07:10:00+00:00,2026-04-05T07:32:00+00:00,John F Kennedy International,JFK,KJFK,,2026-04-05T15:32:00+00:00,,JetBlue Airways,B6,JBU,2824,B62824,JBU2824
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T06:00:00+00:00,2026-04-05T06:11:00+00:00,Detroit Metropolitan Wayne County,DTW,KDTW,,2026-04-05T13:21:00+00:00,,Virgin Atlantic,VS,VIR,1736,VS1736,VIR1736
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T00:55:00+00:00,2026-04-05T01:25:00+00:00,Haneda Airport,HND,RJTT,,2026-04-06T04:45:00+00:00,,Japan Airlines,JL,JTL,7015,JL7015,JTL7015
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T00:55:00+00:00,2026-04-05T01:25:00+00:00,Haneda Airport,HND,RJTT,,2026-04-06T04:45:00+00:00,,AlphaSky,AS,JAG,6969,AS6969,JAG6969
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T00:50:00+00:00,2026-04-05T01:12:00+00:00,Haneda Airport,HND,RJTT,,2026-04-06T05:05:00+00:00,,United Airlines,UA,UAL,7983,UA7983,UAL7983
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T00:30:00+00:00,2026-04-05T00:49:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,RCTP,,2026-04-06T05:50:00+00:00,,Thai Airways International,TG,THA,6247,TG6247,THA6247
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,,2026-04-05T00:30:00+00:00,2026-04-05T00:49:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,RCTP,,2026-04-06T05:50:00+00:00,,Copa Airlines,CM,CMP,8009,CM8009,CMP8009
LAX,2026-04-05,active,Los Angeles International,LAX,KLAX,15.0,2026-04-05T00:25:00+00:00,2026-04-05T01:11:00+00:00,Hong Kong International,HKG,VHHH,15.0,2026-04-06T06:45:00+00:00,,Miat - Mongolian Airlines,OM,MGL,5881,OM5881,MGL5881
