icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,mapped_airline
8016db,IGO1703,India,1774544987.0,1774544987,92.5394,22.355,9448.8,False,264.25,81.49,0.0,,9898.38,427.0,False,0,IndiGo
a39b39,AAL3229,United States,1774544986.0,1774544986,-79.9566,25.6824,2339.34,False,140.12,109.97,10.08,,2438.4,,False,0,American Airlines
8016df,IGO369H,India,1774544986.0,1774544986,75.962,28.0595,4770.12,False,156.06,28.34,-2.6,,4945.38,,False,0,IndiGo
89611e,UAE9384,United Arab Emirates,1774544985.0,1774544985,20.6532,40.6771,10668.0,False,266.45,130.3,-0.33,,10576.56,420.0,False,0,Emirates
a2cb12,UAL2268,United States,1774544987.0,1774544987,-109.9185,38.5065,11887.2,False,270.99,65.67,-0.33,,12298.68,1352.0,False,0,United Airlines
a2cb14,UAL2445,United States,1774544789.0,1774544790,-118.3983,33.9412,,True,4.63,343.12,,,,,False,0,United Airlines
a2cb13,UAL79,United States,1774544986.0,1774544986,-73.2002,43.2301,10660.38,False,194.56,4.55,-0.33,,10591.8,2757.0,False,0,United Airlines
896108,UAE9H,United Arab Emirates,1774544986.0,1774544986,21.9225,41.4197,10668.0,False,259.85,136.76,0.0,,10614.66,5226.0,False,0,Emirates
896110,UAE7TR,United Arab Emirates,1774544986.0,1774544987,13.9216,46.512,10972.8,False,256.18,313.54,0.0,,10698.48,2044.0,False,0,Emirates
896114,UAE232,United Arab Emirates,1774544986.0,1774544986,-63.3638,43.4857,9448.8,False,285.94,65.56,0.0,,9311.64,,False,0,Emirates
a365b7,DAL2147,United States,1774544986.0,1774544986,-71.7202,41.8705,3718.56,False,160.51,313.05,10.73,,3695.7,,False,0,Delta Air Lines
ac8e1d,AAL1321,United States,1774544985.0,1774544986,-101.8958,31.8638,10972.8,False,226.16,229.24,0.0,,11513.82,3652.0,False,0,American Airlines
406948,BAW60,United Kingdom,1774544986.0,1774544986,5.2373,50.9788,10363.2,False,217.61,290.19,0.33,,10226.04,7546.0,False,0,British Airways
406947,BAW28K,United Kingdom,1774544779.0,1774544846,-6.0474,58.0616,9144.0,False,217.05,327.29,0.0,,9166.86,7737.0,False,0,British Airways
a232fd,CXK1041,United States,1774544986.0,1774544986,-83.782,34.0522,853.44,False,48.91,247.75,-1.3,,914.4,,False,0,Cathay Pacific
ac45ac,DAL741,United States,1774544985.0,1774544985,-93.2306,35.6935,10058.4,False,257.04,103.42,0.0,,10492.74,3621.0,False,0,Delta Air Lines
a12709,UAL359,United States,1774544980.0,1774544980,-97.0281,25.8754,10972.8,False,245.06,191.38,0.0,,11483.34,,False,0,United Airlines
a3c8cb,DAL1271,United States,1774544986.0,1774544986,-80.1105,26.2382,1600.2,False,152.76,292.16,12.03,,1691.64,,False,0,Delta Air Lines
a41e74,UAL1866,United States,1774544986.0,1774544986,-80.0131,33.7342,10668.0,False,219.95,26.98,0.0,,11049.0,6247.0,False,0,United Airlines
40697c,BAW953L,United Kingdom,1774544986.0,1774544987,11.2167,48.8539,6766.56,False,205.08,336.65,10.08,,6576.06,612.0,False,0,British Airways
40697b,BAW720T,United Kingdom,1774544986.0,1774544986,8.4632,47.3064,2400.3,False,119.66,154.54,-3.9,,2407.92,2067.0,False,0,British Airways
a12731,UAL587,United States,1774544986.0,1774544987,-89.146,41.6151,3863.34,False,200.78,15.0,-13.0,,3947.16,3102.0,False,0,United Airlines
a12732,UAL1079,United States,1774544986.0,1774544986,-82.9087,29.7652,10668.0,False,229.09,14.57,0.0,,11109.96,,False,0,United Airlines
a12733,UAL699,United States,1774544974.0,1774544975,-94.1327,29.5237,4907.28,False,199.22,272.07,-10.73,,5166.36,2330.0,False,0,United Airlines
a12735,UAL1061,United States,1774544986.0,1774544986,-90.8067,38.6389,10972.8,False,226.3,221.59,0.0,,11338.56,7146.0,False,0,United Airlines
801800,IGO651,India,1774544914.0,1774544914,72.8784,19.0946,,True,6.94,208.12,,,,,False,0,IndiGo
801804,IGO5094,India,1774544767.0,1774544767,72.8552,19.0917,,True,0.39,0.0,,,,,False,0,IndiGo
a1272d,UAL1344,United States,1774544985.0,1774544986,-80.9177,29.0759,10972.8,False,241.17,160.17,0.0,,11407.14,7650.0,False,0,United Airlines
a988f0,DAL721,United States,1774544986.0,1774544986,-88.7597,34.7653,10675.62,False,245.42,96.5,-2.93,,11087.1,6757.0,False,0,Delta Air Lines
aca99c,DAL578,United States,1774544821.0,1774544822,-89.3103,27.2758,10058.4,False,244.29,159.92,0.0,,10515.6,7261.0,False,0,Delta Air Lines
ada336,AAL805,United States,1774544986.0,1774544986,-83.6703,27.9101,10660.38,False,230.15,247.39,0.0,,11094.72,6332.0,False,0,American Airlines
a1270b,UAL1629,United States,1774544984.0,1774544986,-77.6303,28.8318,10363.2,False,255.68,180.12,0.0,,10751.82,,False,0,United Airlines
a1270f,UAL1567,United States,1774544986.0,1774544986,-87.6129,31.2914,10668.0,False,240.75,60.42,0.0,,11117.58,,False,0,United Airlines
80182a,IGO6041,India,1774544984.0,1774544984,88.4514,22.6855,137.16,False,66.24,186.24,-3.25,,60.96,544.0,False,0,IndiGo
a12777,UAL2678,United States,1774544986.0,1774544986,-75.5252,38.4038,9753.6,False,245.2,186.02,0.0,,9966.96,,False,0,United Airlines
a12778,UAL1392,United States,1774544977.0,1774544982,-77.4551,38.9356,,True,0.0,199.69,,,,,False,0,United Airlines
ad402f,DAL2438,United States,1774544986.0,1774544986,-84.407,32.2476,7010.4,False,245.42,179.04,0.0,,7322.82,2543.0,False,0,Delta Air Lines
a10120,CXK202,United States,1774544985.0,1774544985,-76.3132,40.1379,1356.36,False,39.78,275.19,-0.98,,1333.5,,False,0,Cathay Pacific
a1277a,UAL372,United States,1774544986.0,1774544986,-93.0663,35.5254,11277.6,False,258.74,130.4,0.0,,11734.8,6557.0,False,0,United Airlines
801850,IGO853,India,1774544984.0,1774544986,72.7246,17.2592,9761.22,False,220.03,331.82,-0.33,,10279.38,,False,0,IndiGo
801851,IGO5010,India,1774544987.0,1774544987,87.9804,22.7038,4640.58,False,179.91,296.49,8.78,,4823.46,2652.0,False,0,IndiGo
896184,UAE7V,United Arab Emirates,1774544984.0,1774544985,31.8657,29.7855,10972.8,False,219.28,307.76,0.0,,11087.1,505.0,False,0,Emirates
896181,UAE752,United Arab Emirates,1774544985.0,1774544986,14.0032,35.5324,11277.6,False,311.07,104.66,0.0,,11346.18,,False,0,Emirates
ad5398,AAL1217,United States,1774544986.0,1774544986,-87.3002,33.6263,10363.2,False,226.78,262.44,0.0,,10789.92,6231.0,False,0,American Airlines
a12755,UAL2385,United States,1774544986.0,1774544986,-94.5911,29.844,6149.34,False,199.69,85.57,9.75,,6469.38,,False,0,United Airlines
a12756,UAL1676,United States,1774544986.0,1774544986,-85.2776,18.0283,10972.8,False,219.46,327.05,0.0,,11521.44,,False,0,United Airlines
a12758,UAL2050,United States,1774544986.0,1774544986,-88.656,41.5836,10972.8,False,200.07,259.18,0.0,,11239.5,5715.0,False,0,United Airlines
801819,IGO1014,India,1774544986.0,1774544986,77.2587,28.2757,2301.24,False,138.37,9.85,-5.85,,2362.2,,False,0,IndiGo
841c48,JAL46,Japan,1774544986.0,1774544986,6.7011,49.6007,10058.4,False,251.05,89.77,0.0,,9852.66,2121.0,False,0,Japan Airlines
80180c,IGO6341,India,1774544986.0,1774544986,76.9086,27.6857,8831.58,False,234.53,200.14,1.63,,9189.72,,False,0,IndiGo
a722b1,AAL2954,United States,1774544986.0,1774544986,-84.7706,40.9257,10660.38,False,267.31,95.74,0.0,,10896.6,1344.0,False,0,American Airlines
a4c2f8,AAL2847,United States,1774544979.0,1774544984,-73.8738,40.7762,,True,0.0,171.56,,,,7462.0,False,0,American Airlines
ab38aa,DAL774,United States,1774544983.0,1774544986,-107.3034,43.2193,10972.8,False,193.6,288.92,0.0,,11254.74,,False,0,Delta Air Lines
801828,IGO133W,India,1774544984.0,1774544984,86.1309,19.7693,11582.4,False,197.65,223.0,0.0,,12169.14,544.0,False,0,IndiGo
a34119,DAL2078,United States,1774544985.0,1774544985,-113.5217,39.2537,10363.2,False,200.82,250.08,0.0,,10728.96,,False,0,Delta Air Lines
a39ab4,DAL2282,United States,1774544986.0,1774544986,-111.8792,41.1996,5204.46,False,218.88,34.18,13.0,,5341.62,,False,0,Delta Air Lines
a77dae,DAL820,United States,1774544985.0,1774544985,-101.6486,42.0522,10668.0,False,268.52,80.63,-0.33,,10980.42,,False,0,Delta Air Lines
a12798,UAL504,United States,1774544986.0,1774544986,-117.2633,34.6123,8656.32,False,241.01,48.89,5.53,,9044.94,,False,0,United Airlines
a12799,UAL1442,United States,1774544986.0,1774544986,-75.0995,40.631,3566.16,False,201.37,132.41,-11.05,,3604.26,2520.0,False,0,United Airlines
a1277b,UAL1064,United States,1774544986.0,1774544986,-85.0043,36.6687,10668.0,False,245.14,68.71,0.0,,11049.0,6640.0,False,0,United Airlines
a3b796,DAL648,United States,1774544986.0,1774544986,-91.7974,39.0061,10058.4,False,249.26,171.33,0.0,,10401.3,,False,0,Delta Air Lines
a24789,AAY537,United States,1774544986.0,1774544986,-108.539,36.9878,11277.6,False,244.88,38.6,0.0,,11727.18,,False,0,American Airlines
abbee3,DAL107,United States,1774544984.0,1774544984,-67.3101,45.6952,11887.2,False,224.43,220.44,0.0,,11628.12,6156.0,False,0,Delta Air Lines
a7bb77,DAL332,United States,1774544986.0,1774544986,-82.7539,43.1317,9753.6,False,183.73,271.6,0.33,,9852.66,3463.0,False,0,Delta Air Lines
ac3558,AAL1083,United States,1774544985.0,1774544985,-97.6755,30.2131,,True,3.86,340.31,,,,,False,0,American Airlines
a9fb4e,AAL2032,United States,1774544979.0,1774544983,-81.9741,36.6781,8465.82,False,245.69,151.07,-5.2,,8755.38,2576.0,False,0,American Airlines
ad6884,AAL2712,United States,1774544980.0,1774544987,-93.5563,31.6114,10972.8,False,214.91,285.27,0.0,,11468.1,6306.0,False,0,American Airlines
a09188,AAL2523,United States,1774544985.0,1774544986,-82.5403,28.0216,114.3,False,75.65,181.56,-4.55,,175.26,1145.0,False,0,American Airlines
a3411f,DAL447,United States,1774544985.0,1774544985,-73.8633,40.7717,,True,0.0,135.0,,,,5742.0,False,0,Delta Air Lines
ada526,DAL2636,United States,1774544986.0,1774544986,-82.9149,36.6941,8839.2,False,230.82,186.27,0.33,,9174.48,,False,0,Delta Air Lines
a3c9a1,DAL1368,United States,1774544986.0,1774544986,-85.6226,32.4146,11269.98,False,233.87,56.94,-0.33,,11711.94,2512.0,False,0,Delta Air Lines
300a7b,DLA2WM,Italy,1774544986.0,1774544987,6.0083,49.6975,1836.42,False,127.23,243.85,-0.98,,1882.14,1000.0,False,0,Delta Air Lines
8018a8,IGO424F,India,1774544963.0,1774544965,77.9084,14.7793,9296.4,False,224.85,1.05,7.15,,9784.08,,False,0,IndiGo
a126c3,UAL1975,United States,1774544986.0,1774544986,-79.6597,41.7065,11277.6,False,278.14,98.29,0.0,,11430.0,3233.0,False,0,United Airlines
a3c9b4,DAL2333,United States,1774544986.0,1774544986,-82.0001,38.5292,10066.02,False,215.92,354.81,0.0,,10370.82,3230.0,False,0,Delta Air Lines
a04f75,AAL1985,United States,1774544986.0,1774544986,-90.4687,40.2066,9837.42,False,204.83,299.66,-5.2,,10149.84,4126.0,False,0,American Airlines
acdf9a,AAL2800,United States,1774544986.0,1774544986,-78.5105,41.2561,10066.02,False,266.21,98.33,-0.98,,10210.8,5655.0,False,0,American Airlines
a3c9c5,AAL1198,United States,1774544986.0,1774544986,-97.167,33.2905,5996.94,False,207.5,16.86,7.48,,6309.36,2255.0,False,0,American Airlines
a3ff26,DAL2279,United States,1774544986.0,1774544986,-83.491,34.098,6918.96,False,239.95,53.72,5.53,,7200.9,6053.0,False,0,Delta Air Lines
adff79,BASS61,United States,1774544985.0,1774544985,-87.7736,34.3567,4678.68,False,241.56,315.69,15.28,,4869.18,4345.0,False,0,British Airways
adff6a,BASS62,United States,1774544986.0,1774544986,-87.7995,34.342,4640.58,False,249.35,312.91,9.1,,4838.7,4000.0,False,0,British Airways
a126ea,UAL1447,United States,1774544882.0,1774544882,-94.255,29.4902,4411.98,False,182.76,317.28,-2.6,,4640.58,,False,0,United Airlines
a126ed,UAL784,United States,1774544986.0,1774544986,-104.4122,39.3529,4122.42,False,157.52,307.17,-8.13,,4282.44,4465.0,False,0,United Airlines
7c7543,QFA7353,Australia,1774544986.0,1774544986,146.49,-35.8514,11269.98,False,254.61,38.93,1.3,,11292.84,5576.0,False,0,Qantas
a41f37,DAL801,United States,1774544986.0,1774544986,-81.7319,35.8235,10980.42,False,229.81,227.81,0.0,,11353.8,,False,0,Delta Air Lines
a5e44c,UAL2259,United States,1774544985.0,1774544986,-122.2642,47.114,10995.66,False,235.63,359.37,0.0,,10873.74,,False,0,United Airlines
a379cd,DAL677,United States,1774544986.0,1774544986,-88.5572,34.8083,10668.0,False,249.94,100.32,0.0,,11094.72,7652.0,False,0,Delta Air Lines
4bb2a2,TKJ5TN,Turkey,1774544985.0,1774544986,13.5409,48.5663,10050.78,False,235.99,123.62,0.33,,9753.6,173.0,False,0,Turkish Airlines
ab6eb9,AAL894,United States,1774544986.0,1774544986,-88.4829,41.9227,6210.3,False,166.12,242.72,12.35,,6301.74,,False,0,American Airlines
a126de,CXK531,United States,1774544985.0,1774544986,-84.4466,39.0316,1120.14,False,28.07,206.1,2.6,,1104.9,,False,0,Cathay Pacific
a126e6,UAL1751,United States,1774544934.0,1774544934,-90.5277,14.5893,,True,3.86,16.88,,,,2462.0,False,0,United Airlines
a499a9,CXK630,United States,1774544978.0,1774544978,-79.2359,36.1424,883.92,False,40.46,311.39,-1.3,,914.4,,False,0,Cathay Pacific
a126e8,UAL2318,United States,1774544985.0,1774544986,-121.0552,44.2873,10972.8,False,225.26,347.2,0.0,,11071.86,,False,0,United Airlines
8004d6,AIC532,India,1774544986.0,1774544986,75.8378,28.2652,5486.4,False,146.12,235.47,0.0,,5684.52,,False,0,Air India
a39c62,UAL37,United States,1774544986.0,1774544986,-74.1071,40.7834,586.74,False,87.43,206.57,-5.53,,548.64,770.0,False,0,United Airlines
4bb1e3,THY6NW,Turkey,1774544986.0,1774544987,4.7709,52.2197,396.24,False,75.25,3.53,-3.58,,487.68,3112.0,False,0,Turkish Airlines
a353c8,AAL1208,United States,1774544985.0,1774544986,-112.6273,33.1897,10972.8,False,225.61,290.42,0.0,,11460.48,32.0,False,0,American Airlines
a353d2,AAL2590,United States,1774544986.0,1774544986,-100.2705,38.5902,11277.6,False,257.61,73.05,0.0,,11696.7,,False,0,American Airlines
a0e0d9,CXK597,United States,1774544986.0,1774544986,-117.2365,33.1351,274.32,False,43.22,261.1,-0.98,,274.32,,False,0,Cathay Pacific
a27c78,UAL6,United States,1774544986.0,1774544986,-120.1282,46.665,11269.98,False,291.99,119.91,0.65,,11178.54,,False,0,United Airlines
aca9d4,CXK565,United States,1774544986.0,1774544986,-77.7183,35.9773,1181.1,False,45.69,324.16,-0.65,,1219.2,,False,0,Cathay Pacific
8017f2,IGO6722,India,1774544986.0,1774544986,78.9362,27.7022,11277.6,False,254.89,121.38,0.0,,11681.46,,False,0,IndiGo
8017f7,AIC2027,India,1774544984.0,1774544984,8.5523,50.0388,,True,6.17,64.69,,,,1000.0,False,0,Air India
ad79eb,AAL3280,United States,1774544986.0,1774544986,-73.5865,40.6315,7322.82,False,233.46,53.33,-13.98,,7437.12,1147.0,False,0,American Airlines
ac46e5,SGX890,United States,1774544882.0,1774544882,-76.4139,39.3231,,True,40.13,180.0,,,,7616.0,False,0,SpiceJet
896217,UAE46,United Arab Emirates,1774544985.0,1774544985,30.3033,34.4572,10668.0,False,284.94,140.27,0.0,,10668.0,4340.0,False,0,Emirates
abac48,AAL3005,United States,1774544985.0,1774544985,-82.7182,36.3132,10363.2,False,214.16,299.03,0.0,,10721.34,,False,0,American Airlines
abbdfa,DAL1514,United States,1774544986.0,1774544986,-77.621,35.5511,10363.2,False,240.8,217.97,0.0,,10675.62,,False,0,Delta Air Lines
a04edb,AAL707,United States,1774544986.0,1774544986,-97.2962,33.2639,1714.5,False,133.49,93.54,-4.55,,1783.08,6616.0,False,0,American Airlines
a12861,DAL1503,United States,1774544986.0,1774544986,-102.9529,37.6978,10972.8,False,208.22,262.19,0.0,,11376.66,4044.0,False,0,Delta Air Lines
a76c79,DAL977,United States,1774544985.0,1774544985,-112.254,39.3417,9753.6,False,208.84,258.63,0.0,,10142.22,,False,0,Delta Air Lines
ab1496,AAL3163,United States,1774544987.0,1774544987,-77.6725,41.312,7924.8,False,183.88,211.73,-5.2,,8008.62,7366.0,False,0,American Airlines
aaf485,AAL3162,United States,1774544986.0,1774544986,-89.7127,38.9015,2758.44,False,132.78,224.84,-5.85,,2819.4,2433.0,False,0,American Airlines
840a64,JAL16,Japan,1774544986.0,1774544986,-121.6455,36.8726,11887.2,False,251.07,133.67,0.0,,12245.34,,False,0,Japan Airlines
aaf47d,AAL1777,United States,1774544986.0,1774544986,-89.8838,29.7491,12184.38,False,246.57,304.29,-0.33,,12687.3,7334.0,False,0,American Airlines
ad5480,AAL3227,United States,1774544982.0,1774544982,-97.0332,32.8866,,True,9.77,0.0,,,,550.0,False,0,American Airlines
a3a503,DAL1266,United States,1774544986.0,1774544986,-84.4295,33.6366,,True,10.29,90.0,,,,,False,0,Delta Air Lines
a3a509,DAL1116,United States,1774544985.0,1774544985,-111.9768,40.7747,,True,4.89,180.0,,,,,False,0,Delta Air Lines
4bb323,THY38Y,Turkey,1774544985.0,1774544986,31.5738,29.5312,10668.0,False,255.31,163.98,0.0,,10789.92,1635.0,False,0,Turkish Airlines
a34209,AAL1346,United States,1774544986.0,1774544986,-81.0119,34.2005,7178.04,False,223.4,184.36,7.15,,7444.74,,False,0,American Airlines
a0f566,AAL2626,United States,1774544986.0,1774544986,-105.792,41.3176,10668.0,False,263.22,87.09,0.98,,11010.9,,False,0,American Airlines
a3ec93,DAL796,United States,1774544981.0,1774544981,-105.7157,35.0712,10972.8,False,217.67,268.65,-0.33,,11483.34,2234.0,False,0,Delta Air Lines
a8a6d0,AAL1279,United States,1774544986.0,1774544986,-92.1985,35.3668,10363.2,False,227.38,230.69,0.0,,10797.54,6643.0,False,0,American Airlines
a1286c,DAL979,United States,1774544986.0,1774544987,-92.0966,39.616,11887.2,False,262.07,82.44,0.0,,12222.48,2762.0,False,0,Delta Air Lines
ad474c,DAL1481,United States,1774544986.0,1774544986,-86.4094,36.3377,10058.4,False,240.32,168.64,0.0,,10447.02,,False,0,Delta Air Lines
a02e0a,AAL2332,United States,1774544986.0,1774544986,-82.4967,36.4208,10363.2,False,233.75,245.97,0.0,,10698.48,3350.0,False,0,American Airlines
a5d668,UAL686,United States,1774544986.0,1774544986,-97.8296,32.5921,10058.4,False,244.21,133.21,0.0,,10546.08,,False,0,United Airlines
4bb21a,THY8EL,Turkey,1774544986.0,1774544986,24.6981,60.1931,2606.04,False,129.3,182.96,16.26,,2453.64,,False,0,Turkish Airlines
a56050,UAL343,United States,1774544986.0,1774544986,-109.9624,39.3743,9745.98,False,209.59,259.82,0.0,,10119.36,,False,0,United Airlines
ac1466,DAL1366,United States,1774544978.0,1774544978,-111.9786,39.0203,9448.8,False,249.14,51.12,0.0,,9814.56,,False,0,Delta Air Lines
a0c075,AAL2746,United States,1774544947.0,1774544947,-97.0452,32.9033,,True,0.0,59.06,,,,6721.0,False,0,American Airlines
a81005,UAL1335,United States,1774544987.0,1774544987,-106.1038,39.6693,10675.62,False,256.2,69.67,-0.65,,11071.86,1076.0,False,0,United Airlines
a3a990,DAL2766,United States,1774544986.0,1774544987,-119.5775,34.5811,8648.7,False,231.96,319.14,6.5,,9006.84,,False,0,Delta Air Lines
a2be06,AAY636,United States,1774544978.0,1774544983,-102.7842,43.2169,10668.0,False,247.14,22.13,0.0,,10942.32,4171.0,False,0,American Airlines
4bb299,TKJ8LB,Turkey,1774544889.0,1774544921,27.4781,41.2635,8892.54,False,221.71,118.71,-16.58,,8892.54,,False,0,Turkish Airlines
4bb295,TKJ28Q,Turkey,1774544986.0,1774544986,17.9117,47.3584,10066.02,False,218.82,125.33,0.0,,9799.32,6420.0,False,0,Turkish Airlines
adddda,DAL2526,United States,1774544986.0,1774544986,-86.6013,42.662,9761.22,False,187.22,302.77,-0.33,,9951.72,2016.0,False,0,Delta Air Lines
4bb294,TKJ2DZ,Turkey,1774544987.0,1774544987,12.8264,48.1427,10043.16,False,231.44,125.77,0.0,,9761.22,7706.0,False,0,Turkish Airlines
4bb28d,THY3TV,Turkey,1774544986.0,1774544986,1.0052,53.2167,10058.4,False,250.94,114.46,0.0,,10073.64,4630.0,False,0,Turkish Airlines
4bb28b,THY39T,Turkey,1774544986.0,1774544986,25.9728,43.2826,10363.2,False,221.18,315.38,0.33,,10340.34,,False,0,Turkish Airlines
4bb28a,THY5LH,Turkey,1774544987.0,1774544987,-4.4352,40.4921,9745.98,False,223.07,67.63,-0.33,,9989.82,5453.0,False,0,Turkish Airlines
4bb268,THY4EM,Turkey,1774544986.0,1774544986,24.753,42.3686,11010.9,False,244.47,114.62,-3.25,,10965.18,7555.0,False,0,Turkish Airlines
4bb276,THY3PC,Turkey,1774544834.0,1774544890,31.4457,30.7354,4892.04,False,164.83,124.83,-7.15,,4922.52,3337.0,False,0,Turkish Airlines
a5d648,UAL2207,United States,1774544986.0,1774544986,-87.2695,41.4288,3421.38,False,130.78,318.03,0.98,,3451.86,7772.0,False,0,United Airlines
4bb272,THY7NR,Turkey,1774544986.0,1774544987,1.9358,52.137,10012.68,False,242.59,109.32,2.6,,10005.06,4620.0,False,0,Turkish Airlines
4bb279,THY2YJ,Turkey,1774544528.0,1774544985,30.9195,33.8439,10066.02,False,265.08,178.11,0.0,,10066.02,3376.0,False,0,Turkish Airlines
4bb284,THY4ZT,Turkey,1774544986.0,1774544986,18.5663,45.2854,10668.0,False,230.0,118.74,-0.33,,10447.02,5235.0,False,0,Turkish Airlines
a01b5c,DAL2982,United States,1774544986.0,1774544986,-94.7007,44.9623,8115.3,False,171.05,273.1,5.2,,8214.36,,False,0,Delta Air Lines
a37b0c,AAL2285,United States,1774544986.0,1774544986,-117.7776,33.8199,899.16,False,94.39,208.66,-0.98,,906.78,3243.0,False,0,American Airlines
89640a,ETD7NZ,United Arab Emirates,1774544986.0,1774544986,9.6343,45.455,11582.4,False,250.0,290.22,-0.33,,11376.66,2065.0,False,0,Etihad Airways
