icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,mapped_airline
39bb22,AFR47SQ,France,1774544967.0,1774544967,17.9276,59.644,,True,0.0,45.0,,,,,False,0,Air France
a3c5ea,DAL2020,United States,1774544986.0,1774544986,-89.1228,34.2205,10972.8,False,214.57,278.97,0.33,,11391.9,5222.0,False,0,Delta Air Lines
adc65e,AAL998,United States,1774544986.0,1774544986,-81.6409,25.9936,11277.6,False,235.1,163.87,0.33,,11711.94,7071.0,False,0,American Airlines
aa8c39,UAL1656,United States,1774544985.0,1774544985,-89.9336,33.8276,10972.8,False,269.21,178.03,0.0,,11414.76,5664.0,False,0,United Airlines
aa56db,UAL2614,United States,1774544986.0,1774544986,-111.4709,34.1708,6591.3,False,217.48,32.64,10.4,,6918.96,,False,0,United Airlines
aa56da,UAL2302,United States,1774544986.0,1774544986,-90.2096,40.9553,8206.74,False,255.48,66.38,-14.63,,8458.2,6740.0,False,0,United Airlines
ade191,DAL2490,United States,1774544986.0,1774544986,-91.7578,35.1783,7620.0,False,240.49,95.89,0.0,,7985.76,3601.0,False,0,Delta Air Lines
aa56d4,UAL700,United States,1774544986.0,1774544986,-103.917,31.7562,11277.6,False,242.65,98.9,0.0,,11811.0,3515.0,False,0,United Airlines
aa56d5,UAL594,United States,1774544986.0,1774544986,-103.8078,39.3437,5920.74,False,180.55,305.14,-8.13,,6164.58,7733.0,False,0,United Airlines
a10e8b,UAL1823,United States,1774544986.0,1774544987,-103.2272,38.7732,11925.3,False,202.69,313.46,-4.23,,12344.4,2471.0,False,0,United Airlines
ad3c16,AAL2254,United States,1774544860.0,1774544860,-100.1844,39.5985,10972.8,False,196.85,252.04,0.0,,11353.8,1354.0,False,0,American Airlines
ac96be,AAL2216,United States,1774544968.0,1774544968,-97.035,32.901,,True,3.6,315.0,,,,,False,0,American Airlines
aa56b6,UAL291,United States,1774544986.0,1774544986,-117.1741,47.6153,10972.8,False,254.92,26.36,0.0,,10843.26,,False,0,United Airlines
ad3c27,DAL2826,United States,1774544986.0,1774544986,-83.2774,42.3459,967.74,False,93.08,203.45,0.33,,876.3,6216.0,False,0,Delta Air Lines
a46e35,DAL1103,United States,1774544986.0,1774544986,-76.9045,43.2945,10972.8,False,172.37,271.03,0.0,,10942.32,7442.0,False,0,Delta Air Lines
3c6668,DLH64M,Germany,1774544986.0,1774544986,-0.901,38.7868,10370.82,False,225.57,41.58,-0.33,,10553.7,5307.0,False,0,Lufthansa
3c6667,DLH72N,Germany,1774544987.0,1774544987,7.529,43.9102,3939.54,False,156.99,235.01,-3.58,,3840.48,1000.0,False,0,Lufthansa
aaef89,AAL528,United States,1774544986.0,1774544986,-105.5977,40.1193,7322.82,False,181.54,265.94,-1.63,,7620.0,1427.0,False,0,American Airlines
3c664d,DLH88Y,Germany,1774544977.0,1774544977,8.5259,50.0338,,True,3.6,213.75,,,,,False,0,Lufthansa
a7b057,DAL2033,United States,1774544986.0,1774544986,-112.0101,40.8724,2026.92,False,122.01,352.25,3.58,,2095.5,,False,0,Delta Air Lines
3c6663,DLH8EE,Germany,1774544986.0,1774544986,8.4899,48.8918,7597.14,False,226.97,181.69,6.5,,7345.68,1000.0,False,0,Lufthansa
3c6674,DLH1HN,Germany,1774544985.0,1774544986,11.7658,42.263,5006.34,False,186.71,136.9,-5.2,,4792.98,1000.0,False,0,Lufthansa
a2d2f2,AAY954,United States,1774544986.0,1774544986,-78.8956,37.2275,10980.42,False,231.6,216.69,-0.33,,11285.22,2006.0,False,0,American Airlines
ace6e2,AAL1700,United States,1774544986.0,1774544986,-75.4872,40.4945,8039.1,False,214.83,239.01,8.13,,8138.16,,False,0,American Airlines
408134,BAW5RF,United Kingdom,1774544986.0,1774544986,-0.0018,51.4101,1821.18,False,114.09,39.14,-2.6,,1889.76,5732.0,False,0,British Airways
a34e97,DAL1153,United States,1774544986.0,1774544987,-81.9958,27.7475,7239.0,False,223.57,342.73,3.9,,7566.66,2250.0,False,0,Delta Air Lines
a94b51,UAL366,United States,1774544986.0,1774544986,-106.9812,37.2477,10363.2,False,212.56,313.04,0.0,,10797.54,,False,0,United Airlines
a94b50,UAL2053,United States,1774544986.0,1774544987,-75.5005,41.4808,9563.1,False,183.71,292.04,6.5,,9646.92,2573.0,False,0,United Airlines
3c65a2,DLH773,Germany,1774544986.0,1774544986,100.3781,13.9452,3710.94,False,206.56,300.21,7.8,,3878.58,,False,0,Lufthansa
a94b4b,UAL1210,United States,1774544986.0,1774544986,-75.8422,40.0799,8542.02,False,222.44,236.6,0.98,,8671.56,1506.0,False,0,United Airlines
3c65ab,DLH458,Germany,1774544986.0,1774544986,8.4921,53.6711,10972.8,False,227.66,331.52,0.0,,10736.58,6664.0,False,0,Lufthansa
3c65c3,DLH5HP,Germany,1774544987.0,1774544987,10.2834,53.6237,11285.22,False,254.19,181.16,0.0,,11018.52,754.0,False,0,Lufthansa
3c65c1,DLH1301,Germany,1774544985.0,1774544985,25.1748,43.054,11582.4,False,222.95,297.33,0.33,,11513.82,,False,0,Lufthansa
a8e2d6,DAL1081,United States,1774544658.0,1774544707,-65.3423,18.363,883.92,False,78.23,99.46,0.0,,899.16,,False,0,Delta Air Lines
3c65d4,DLH2KY,Germany,1774544986.0,1774544987,10.7816,47.7741,6324.6,False,224.5,67.78,-15.28,,6156.96,1000.0,False,0,Lufthansa
3c65d2,DLH4CP,Germany,1774544986.0,1774544986,-0.173,51.1801,3634.74,False,189.39,122.35,6.18,,3657.6,4641.0,False,0,Lufthansa
3c65c7,DLH06M,Germany,1774544986.0,1774544986,8.298,49.8272,2979.42,False,164.82,223.86,14.31,,2941.32,1000.0,False,0,Lufthansa
3c65c4,DLH16E,Germany,1774544986.0,1774544986,1.5776,43.6602,3055.62,False,181.37,171.85,-4.55,,3093.72,1000.0,False,0,Lufthansa
a94b2b,UAL326,United States,1774544986.0,1774544986,-98.7848,40.7769,10668.0,False,262.37,89.55,0.0,,10995.66,,False,0,United Airlines
a94b2e,UAL1938,United States,1774544986.0,1774544986,-80.5268,32.8804,10058.4,False,226.85,26.68,0.0,,10431.78,2656.0,False,0,United Airlines
44b2b8,AAB44U,Belgium,1774544986.0,1774544986,4.6094,42.1757,11422.38,False,179.5,56.81,4.88,,11407.14,1000.0,False,0,American Airlines
a45b96,DAL1800,United States,1774544985.0,1774544985,-79.1617,24.6616,10972.8,False,229.79,327.8,0.0,,11414.76,,False,0,Delta Air Lines
3c65ce,DLH8M,Germany,1774544986.0,1774544986,12.4753,49.5109,7360.92,False,196.72,157.39,-10.4,,7147.56,1346.0,False,0,Lufthansa
3c65d8,DLH3LE,Germany,1774544986.0,1774544986,4.1904,51.5104,11567.16,False,218.54,279.48,-0.33,,11490.96,2536.0,False,0,Lufthansa
86d6a4,ANA877,Japan,1774544986.0,1774544986,136.8396,33.4451,12184.38,False,207.45,231.14,0.0,,12412.98,3264.0,False,0,ANA
3c65d9,DLH44K,Germany,1774544986.0,1774544986,-6.5762,43.9425,9753.6,False,215.67,36.27,0.0,,10005.06,4732.0,False,0,Lufthansa
3c65cb,DLH05E,Germany,1774544986.0,1774544986,7.964,46.8594,11574.78,False,224.75,57.15,0.0,,11376.66,2006.0,False,0,Lufthansa
3c65ca,DLH1U,Germany,1774544986.0,1774544986,-0.5072,51.4774,403.86,False,85.4,270.0,6.83,,518.16,,False,0,Lufthansa
a41412,DAL2697,United States,1774544986.0,1774544986,-87.2621,44.1913,9753.6,False,180.9,293.28,0.0,,9845.04,,False,0,Delta Air Lines
a94b0a,UAL277,United States,1774544987.0,1774544987,-117.8395,33.5863,5501.64,False,231.66,98.81,9.1,,5737.86,,False,0,United Airlines
a94b29,UAL2206,United States,1774544986.0,1774544986,-78.9579,37.9989,9334.5,False,218.38,248.15,5.53,,9585.96,,False,0,United Airlines
a0311d,DAL2667,United States,1774544986.0,1774544986,-98.2405,29.7716,2613.66,False,144.93,248.99,-4.88,,2743.2,2414.0,False,0,Delta Air Lines
aa9f6f,AAL69,United States,1774544985.0,1774544986,-79.5356,33.2723,11582.4,False,259.78,219.62,0.0,,11963.4,,False,0,American Airlines
aa56f7,UAL1888,United States,1774544986.0,1774544986,-102.3801,38.0138,10363.2,False,208.96,312.81,0.0,,10782.3,3711.0,False,0,United Airlines
a94b05,UAL1177,United States,1774544986.0,1774544987,-98.8777,36.558,11277.6,False,256.9,136.46,0.33,,11742.42,601.0,False,0,United Airlines
a94b02,UAL1493,United States,1774544986.0,1774544986,-89.2383,28.9967,10363.2,False,225.85,283.43,0.0,,10828.02,2644.0,False,0,United Airlines
a94b08,UAL1018,United States,1774544735.0,1774544735,-86.8667,21.0365,,True,4.89,309.38,,,,,False,0,United Airlines
a1515b,AAL2050,United States,1774544986.0,1774544987,-101.0123,32.4361,10363.2,False,224.04,265.26,0.0,,10858.5,2261.0,False,0,American Airlines
ad0725,AAL849,United States,1774544986.0,1774544986,-87.4373,37.6387,11277.6,False,237.57,45.97,0.0,,11650.98,3034.0,False,0,American Airlines
a0dae2,AAL1996,United States,1774544986.0,1774544986,-122.2973,37.5936,274.32,False,79.6,290.43,-4.23,,312.42,,False,0,American Airlines
a65454,DAL429,United States,1774544986.0,1774544986,-96.1943,45.7108,10668.0,False,294.37,104.89,-0.33,,10751.82,,False,0,Delta Air Lines
a39100,DAL1648,United States,1774544986.0,1774544986,-83.7216,42.176,3695.7,False,153.91,299.65,15.28,,3710.94,,False,0,Delta Air Lines
ac7103,AAL2579,United States,1774544981.0,1774544981,-104.6605,39.8314,1630.68,False,85.92,0.69,-1.63,,1645.92,3453.0,False,0,American Airlines
a3f401,DAL2270,United States,1774544986.0,1774544986,-75.5802,39.787,3025.14,False,137.18,287.01,4.23,,3055.62,,False,0,Delta Air Lines
86d5b6,ANA101,Japan,1774544986.0,1774544987,-82.2343,41.6579,10972.8,False,200.33,289.97,0.0,,11148.06,2166.0,False,0,ANA
3c65da,DLH1293,Germany,1774544986.0,1774544986,18.2956,46.3656,11582.4,False,236.46,315.53,0.0,,11361.42,1157.0,False,0,Lufthansa
ac2dea,AAL2638,United States,1774544986.0,1774544986,-87.5446,35.1122,10668.0,False,239.38,73.01,0.0,,11079.48,6230.0,False,0,American Airlines
abb440,UAL1522,United States,1774544981.0,1774544983,-99.3896,39.622,10652.76,False,265.04,93.9,0.0,,11033.76,6532.0,False,0,United Airlines
a3915a,AAL1039,United States,1774544986.0,1774544986,-97.0932,33.1019,1257.3,False,86.99,149.04,-7.8,,1295.4,,False,0,American Airlines
a94b72,UAL1689,United States,1774544986.0,1774544987,-77.8639,38.8267,3589.02,False,178.16,276.63,4.55,,3657.6,,False,0,United Airlines
485990,KLM7901,Kingdom of the Netherlands,1774544986.0,1774544987,5.7046,52.1423,2133.6,False,91.31,191.37,-0.33,,2148.84,7011.0,False,0,KLM
a4278e,DAL1676,United States,1774544986.0,1774544986,-88.925,31.1894,10035.54,False,236.0,61.2,-4.55,,10492.74,,False,0,Delta Air Lines
ad077b,DAL1155,United States,1774544986.0,1774544986,-84.6865,33.8447,3276.6,False,199.34,141.92,0.0,,3429.0,3324.0,False,0,Delta Air Lines
a0a6c5,DAL438,United States,1774544985.0,1774544986,-112.8852,39.5144,8808.72,False,222.28,197.09,5.2,,9144.0,,False,0,Delta Air Lines
3c6744,DLH7LX,Germany,1774544986.0,1774544987,13.093,56.1195,10980.42,False,236.31,214.62,0.0,,10675.62,1000.0,False,0,Lufthansa
3c6743,DLH1455,Germany,1774544949.0,1774544949,8.5208,50.0427,68.58,False,70.99,249.2,-3.58,,167.64,1000.0,False,0,Lufthansa
a94ae3,UAL558,United States,1774544986.0,1774544986,-71.0128,42.3573,,True,5.4,300.94,,,,3437.0,False,0,United Airlines
a94ae5,UAL1875,United States,1774544985.0,1774544986,-81.6308,42.9406,9753.6,False,187.78,269.37,0.0,,9852.66,1562.0,False,0,United Airlines
3c6741,DLH945,Germany,1774544893.0,1774544893,8.5637,50.0465,,True,6.69,70.31,,,,4657.0,False,0,Lufthansa
a8f77c,UAL75,United States,1774544986.0,1774544986,4.0172,52.3925,9761.22,False,211.92,302.61,0.0,,9685.02,2541.0,False,0,United Airlines
3c6757,DLH9YX,Germany,1774544987.0,1774544987,12.5729,48.2775,2880.36,False,152.14,313.08,-6.5,,2865.12,1000.0,False,0,Lufthansa
3c6759,DLH2RL,Germany,1774544986.0,1774544986,11.2326,50.0558,9791.7,False,224.03,352.74,4.55,,9494.52,7434.0,False,0,Lufthansa
a76154,DAL868,United States,1774544986.0,1774544986,-117.7246,47.5743,9745.98,False,190.04,277.78,0.0,,9608.82,6672.0,False,0,Delta Air Lines
3c6753,DLH7HY,Germany,1774544769.0,1774544769,20.9694,52.1705,,True,7.2,151.88,,,,3740.0,False,0,Lufthansa
ac82f8,AAL1938,United States,1774544986.0,1774544986,-87.79,41.6947,2758.44,False,148.68,149.89,16.58,,2735.58,5636.0,False,0,American Airlines
3c674e,DLH7T,Germany,1774544986.0,1774544986,13.8731,52.1931,2735.58,False,132.37,11.66,-11.05,,2697.48,1000.0,False,0,Lufthansa
a7b13b,DAL337,United States,1774544986.0,1774544986,-83.9904,37.1271,10668.0,False,250.53,176.35,0.0,,11010.9,,False,0,Delta Air Lines
3c6702,DLH712,Germany,1774544681.0,1774544686,30.7085,42.7148,11285.22,False,258.86,107.46,0.0,,11209.02,7707.0,False,0,Lufthansa
3c6708,DLH8P,Germany,1774544986.0,1774544987,-6.3914,52.7287,11582.4,False,224.71,287.31,0.0,,11711.94,616.0,False,0,Lufthansa
a95dd3,AAL1572,United States,1774544984.0,1774544984,-79.6226,43.6873,,True,0.0,115.31,,,,2076.0,False,0,American Airlines
3c6711,DLH452,Germany,1774544986.0,1774544986,-62.6488,69.9714,11582.4,False,258.65,261.31,0.0,,10698.48,,False,0,Lufthansa
3c6719,DLH412,Germany,1774544986.0,1774544986,1.6704,51.4525,11582.4,False,229.79,279.15,0.0,,11551.92,6661.0,False,0,Lufthansa
3c670b,DLH718,Germany,1774544823.0,1774544918,30.054,43.0363,11277.6,False,266.48,126.76,0.0,,11201.4,6413.0,False,0,Lufthansa
a426a5,DAL2125,United States,1774544986.0,1774544986,-95.036,42.604,10370.82,False,216.66,208.82,0.0,,10614.66,,False,0,Delta Air Lines
3c670e,DLH3Y,Germany,1774544986.0,1774544986,4.737,50.9702,10972.8,False,236.96,286.78,0.0,,10843.26,6652.0,False,0,Lufthansa
ac9709,DAL2070,United States,1774544986.0,1774544986,-106.0435,40.8556,9448.8,False,260.17,93.06,0.0,,9791.7,,False,0,Delta Air Lines
3c671a,DLH575,Germany,1774544986.0,1774544986,11.617,40.3319,12192.0,False,246.82,10.33,0.0,,12077.7,,False,0,Lufthansa
7c4923,QFA7,Australia,1774544985.0,1774544986,-100.4598,31.9716,12496.8,False,254.32,73.91,0.0,,13022.58,,False,0,Qantas
408092,BAW29G,United Kingdom,1774544986.0,1774544986,-13.1145,52.0685,12496.8,False,272.42,87.4,-0.33,,12710.16,,False,0,British Airways
3c6589,DLH55H,Germany,1774544984.0,1774544984,7.1666,43.1844,2346.96,False,125.35,94.24,-6.5,,2308.86,1000.0,False,0,Lufthansa
3c6581,DLH37F,Germany,1774544986.0,1774544986,5.2436,45.567,1303.02,False,134.89,216.78,-4.23,,1371.6,1000.0,False,0,Lufthansa
3c6588,DLH8NL,Germany,1774544987.0,1774544987,13.6739,51.2317,2255.52,False,147.95,64.24,-8.45,,2225.04,5032.0,False,0,Lufthansa
3c658d,DLH8CT,Germany,1774544986.0,1774544987,10.6946,49.4465,3482.34,False,187.25,108.09,-4.88,,3421.38,1247.0,False,0,Lufthansa
3c658e,DLH6KK,Germany,1774544986.0,1774544986,19.5487,50.0517,990.6,False,93.04,79.81,0.0,,975.36,1000.0,False,0,Lufthansa
3c6594,DLH8UX,Germany,1774544985.0,1774544986,7.1374,50.8747,388.62,False,68.07,317.14,14.31,,464.82,1265.0,False,0,Lufthansa
ac97e4,AAL1988,United States,1774544986.0,1774544986,-89.443,36.743,11277.6,False,234.97,48.11,0.0,,11681.46,7142.0,True,0,American Airlines
408227,BAW659,United Kingdom,1774544986.0,1774544987,3.3069,51.3775,10789.92,False,190.05,289.61,-5.2,,10736.58,3452.0,False,0,British Airways
ac0a22,AAL3283,United States,1774544853.0,1774544854,-104.5021,36.6495,10972.8,False,206.37,247.27,0.0,,11445.24,2257.0,False,0,American Airlines
a4bf95,DAL207,United States,1774544986.0,1774544987,-75.3281,45.6991,11582.4,False,201.2,235.42,0.0,,11391.9,655.0,False,0,Delta Air Lines
408228,BAW490,United Kingdom,1774544986.0,1774544986,-0.2843,50.5985,7094.22,False,251.38,171.29,10.4,,7155.18,521.0,False,0,British Airways
408229,BAW401,United Kingdom,1774544986.0,1774544986,24.4091,36.5029,9753.6,False,212.91,321.08,0.0,,9845.04,6625.0,False,0,British Airways
ab9a32,DAL1177,United States,1774544986.0,1774544986,-117.2394,32.6322,3779.52,False,145.44,107.92,13.0,,3939.54,,False,0,Delta Air Lines
a283f4,AAY2733,United States,1774544986.0,1774544986,-80.3731,38.8812,8801.1,False,244.02,188.61,4.88,,9052.56,,False,0,American Airlines
a5cc3c,UAL2200,United States,1774544986.0,1774544986,-79.9811,40.3109,10363.2,False,198.06,269.7,0.0,,10584.18,6077.0,False,0,United Airlines
a390ed,DAL1043,United States,1774544986.0,1774544986,-84.1447,40.9928,8938.26,False,212.03,228.15,6.83,,9159.24,,False,0,Delta Air Lines
39e68d,AFR48LF,France,1774544986.0,1774544987,-4.366,39.9158,10972.8,False,206.45,22.41,-0.33,,11193.78,6473.0,False,0,Air France
39e68c,AFR31WZ,France,1774544985.0,1774544985,14.2347,50.1025,,True,3.09,309.38,,,,1000.0,False,0,Air France
a4bf41,AAL271,United States,1774544986.0,1774544986,-122.8233,33.4336,9144.0,False,221.47,256.16,-0.33,,9502.14,,False,0,American Airlines
3c6550,LHX084,Germany,1774544977.0,1774544977,6.7722,51.2949,-7.62,False,77.89,233.05,-4.55,,167.64,1000.0,False,0,Lufthansa
ad3d4e,AAL2173,United States,1774544961.0,1774544961,-78.9937,23.6159,10668.0,False,237.57,170.15,0.0,,11064.24,,False,0,American Airlines
39e686,AFR99ZR,France,1774544986.0,1774544986,7.7627,45.9115,10972.8,False,216.17,303.35,0.0,,10767.06,1000.0,False,0,Air France
39e688,AFR57QD,France,1774544986.0,1774544987,-2.2881,53.2587,11277.6,False,256.35,157.09,0.0,,11353.8,6356.0,False,0,Air France
39e687,AFR1185,France,1774544986.0,1774544986,9.639,38.7419,10538.46,False,204.26,346.45,3.9,,10469.88,,False,0,Air France
39e680,AFR29JM,France,1774544986.0,1774544986,16.5561,48.1202,,True,0.0,115.31,,,,1000.0,False,0,Air France
acd4d7,DAL627,United States,1774544986.0,1774544986,-88.9191,23.0249,8839.2,False,234.29,134.11,0.0,,9235.44,,False,0,Delta Air Lines
a5cc13,UAL2424,United States,1774544986.0,1774544986,-98.5789,38.4394,10668.0,False,259.02,109.37,0.0,,11079.48,3735.0,False,0,United Airlines
39e695,AFR53EM,France,1774544986.0,1774544986,-7.0942,40.3903,10934.7,False,195.35,45.32,0.98,,11193.78,1151.0,False,0,Air France
a5cc12,UAL601,United States,1774544985.0,1774544986,-102.1608,41.607,10972.8,False,196.94,273.74,-0.33,,11315.7,,False,0,United Airlines
39e697,AFR32SH,France,1774544986.0,1774544986,10.2217,58.9329,8709.66,False,246.81,204.37,6.5,,8374.38,,False,0,Air France
acc23f,DAL1046,United States,1774544982.0,1774544986,-84.4372,33.6431,,True,0.06,0.0,,,,2445.0,False,0,Delta Air Lines
3c64a1,DLH99Y,Germany,1774544986.0,1774544986,5.096,42.785,10378.44,False,213.05,34.57,-0.98,,10264.14,1000.0,False,0,Lufthansa
3c64a6,DLH43U,Germany,1774544986.0,1774544986,-0.7967,42.6979,10363.2,False,217.88,62.89,0.0,,10530.84,1000.0,False,0,Lufthansa
3c64a5,DLH1769,Germany,1774544986.0,1774544986,23.0377,42.0393,10972.8,False,223.17,333.73,0.0,,10927.08,2221.0,False,0,Lufthansa
3c64a4,DLH8PF,Germany,1774544987.0,1774544987,9.5441,50.4214,3261.36,False,160.77,218.37,-4.88,,3208.02,760.0,False,0,Lufthansa
3c64a7,DLH3KV,Germany,1774544986.0,1774544986,24.0504,38.5848,7734.3,False,231.47,356.3,10.4,,7780.02,6631.0,False,0,Lufthansa
3c64ae,DLH584,Germany,1774544986.0,1774544986,21.6835,39.9516,10675.62,False,244.82,135.43,0.0,,10668.0,2556.0,False,0,Lufthansa
4080ea,BAW895,United Kingdom,1774544986.0,1774544986,-4.1177,55.554,11277.6,False,260.44,153.23,-0.33,,11346.18,5172.0,False,0,British Airways
3c64ab,DLH26C,Germany,1774544987.0,1774544987,9.0216,48.4834,8549.64,False,223.45,9.01,-10.73,,8305.8,1000.0,False,0,Lufthansa
a45ba2,DAL813,United States,1774544987.0,1774544987,-86.7599,40.7897,10370.82,False,204.44,261.46,0.0,,10637.52,6205.0,False,0,Delta Air Lines
a70c67,AAL1878,United States,1774544986.0,1774544986,-90.7795,38.6378,10675.62,False,252.79,99.25,0.33,,11033.76,2301.0,False,0,American Airlines
a1a21f,AAY1557,United States,1774544986.0,1774544986,-87.9402,41.9755,9006.84,False,217.23,357.96,-5.2,,9220.2,6701.0,False,0,American Airlines
ad9293,DAL2157,United States,1774544986.0,1774544986,-82.5782,34.1922,7627.62,False,229.48,57.45,0.0,,7932.42,5241.0,False,0,Delta Air Lines
a70bd1,DAL549,United States,1774544986.0,1774544986,-88.4477,34.2103,10972.8,False,223.37,271.72,0.0,,11399.52,1325.0,False,0,Delta Air Lines
ac7216,AAL2521,United States,1774544709.0,1774544709,-97.045,32.903,,True,0.0,50.62,,,,2103.0,False,0,American Airlines
ad4eba,DAL1273,United States,1774544987.0,1774544987,-83.8951,33.8168,6339.84,False,216.1,45.77,5.53,,6606.54,5215.0,False,0,Delta Air Lines
a0a7a0,AAL2556,United States,1774544982.0,1774544985,-104.6756,39.8627,,True,0.0,25.31,,,,2510.0,False,0,American Airlines
4080db,BAW816,United Kingdom,1774544986.0,1774544986,5.924,53.6499,11887.2,False,219.06,57.47,0.0,,11765.28,2043.0,False,0,British Airways
4080e9,BAW679,United Kingdom,1774544986.0,1774544986,20.2298,46.2287,10965.18,False,236.03,307.29,0.0,,10774.68,5637.0,False,0,British Airways
4080e4,BAW598D,United Kingdom,1774544986.0,1774544986,2.6203,48.6768,11277.6,False,254.06,122.18,0.0,,11247.12,7302.0,False,0,British Airways
4080e1,BAW573,United Kingdom,1774544986.0,1774544986,0.1107,51.1941,3154.68,False,124.62,340.97,-10.08,,3177.54,2745.0,False,0,British Airways
4080e0,BAW5KY,United Kingdom,1774544986.0,1774544987,8.5508,46.6189,10355.58,False,219.42,305.55,8.45,,10104.12,2763.0,False,0,British Airways
ac8577,AAL886,United States,1774544985.0,1774544985,-85.0474,25.9138,9753.6,False,253.53,206.77,0.0,,10172.7,4203.0,False,0,American Airlines
ac8583,AAL2235,United States,1774544986.0,1774544986,-95.8416,33.0561,7620.0,False,227.3,69.19,9.75,,8008.62,3667.0,False,0,American Airlines
ac8588,DAL2620,United States,1774544987.0,1774544987,-93.2545,35.7748,9753.6,False,215.76,280.02,0.0,,10195.56,3573.0,False,0,Delta Air Lines
4080c0,BAW33K,United Kingdom,1774544986.0,1774544987,-3.8558,51.9615,8221.98,False,229.85,284.78,3.25,,8359.14,2076.0,False,0,British Airways
3c64ef,DLH432,Germany,1774544986.0,1774544987,7.3438,50.6517,6156.96,False,197.56,300.17,5.85,,5951.22,630.0,False,0,Lufthansa
4009c5,BAW717T,United Kingdom,1774544986.0,1774544987,2.6766,49.6193,10363.2,False,188.87,316.66,0.0,,10325.1,3022.0,False,0,British Airways
a94bfc,UAL2048,United States,1774544986.0,1774544987,-114.43,36.2673,3611.88,False,163.66,231.51,-7.8,,3764.28,,False,0,United Airlines
3c6634,DLH9WT,Germany,1774544737.0,1774544751,19.261,47.4343,,True,3.09,132.19,,,,1000.0,False,0,Lufthansa
a94bff,UAL1535,United States,1774544986.0,1774544986,-78.1338,38.321,6187.44,False,211.95,234.88,3.25,,6339.84,,False,0,United Airlines
3c6637,DLH054,Germany,1774544986.0,1774544986,9.6165,51.9208,4130.04,False,197.4,26.3,-14.96,,4046.22,1000.0,False,0,Lufthansa
3c6658,DLH194,Germany,1774544986.0,1774544987,8.7028,49.9283,1714.5,False,143.58,128.31,15.61,,1722.12,1000.0,False,0,Lufthansa
3c6655,DLH66U,Germany,1774544986.0,1774544986,1.4135,43.6909,9753.6,False,200.74,53.34,0.0,,9829.8,1000.0,False,0,Lufthansa
3c6650,DLH883,Germany,1774544986.0,1774544986,19.0665,57.3377,10363.2,False,223.6,240.96,0.0,,10012.68,3517.0,False,0,Lufthansa
a8d206,AAL2721,United States,1774544986.0,1774544986,-111.0294,32.2604,1882.14,False,117.3,260.66,-3.25,,1958.34,664.0,False,0,American Airlines
a33d62,DAL2711,United States,1774544987.0,1774544987,-77.0808,38.3821,4701.54,False,186.49,33.87,-7.48,,4808.22,1110.0,False,0,Delta Air Lines
4009da,BAW471,United Kingdom,1774544986.0,1774544986,1.1267,41.6981,11582.4,False,200.88,355.0,0.0,,11704.32,5527.0,False,0,British Airways
a5cbf3,UAL556,United States,1774544986.0,1774544986,-83.7363,33.9451,6941.82,False,229.05,47.64,7.15,,7231.38,1117.0,False,0,United Airlines
a031bd,AAL3167,United States,1774544986.0,1774544986,-82.5657,27.4048,-30.48,False,70.94,134.71,-3.25,,30.48,4634.0,False,0,American Airlines
aaeec5,UAL2330,United States,1774544977.0,1774544977,-74.1659,40.6993,,True,8.23,25.31,,,,,False,0,United Airlines
400879,BAW468,United Kingdom,1774544986.0,1774544986,-2.2268,49.7541,11239.5,False,255.69,196.72,4.55,,11323.32,1157.0,False,0,British Airways
a35f5a,CXK345,United States,1774544975.0,1774544976,-79.92,35.5366,2072.64,False,59.05,71.72,2.28,,2141.22,,False,0,Cathay Pacific
a5ef0e,UAL662,United States,1774544986.0,1774544986,-97.4487,42.0947,11582.4,False,187.78,255.89,0.0,,11864.34,4442.0,False,0,United Airlines
acd296,AAL3292,United States,1774544986.0,1774544986,-109.0423,32.2191,9144.0,False,220.64,285.14,0.0,,9624.06,3656.0,False,0,American Airlines
a58c29,AAL2722,United States,1774544986.0,1774544986,-78.0624,39.3006,9753.6,False,215.82,242.76,-0.33,,9951.72,2510.0,False,0,American Airlines
ad4d12,AAL2074,United States,1774544986.0,1774544986,-77.7952,36.7634,11277.6,False,219.4,43.76,0.33,,11567.16,3220.0,False,0,American Airlines
3c6481,DLH3TT,Germany,1774544987.0,1774544987,8.9803,49.3264,5059.68,False,202.32,146.51,-4.55,,4930.14,1250.0,False,0,Lufthansa
3c6482,DLH851,Germany,1774544986.0,1774544986,14.0538,56.003,10355.58,False,232.25,227.15,0.33,,9997.44,3532.0,False,0,Lufthansa
3c6487,DLH028,Germany,1774544975.0,1774544975,8.5767,50.0437,,True,0.0,160.31,,,,,False,0,Lufthansa
3c648d,DLH5JW,Germany,1774544986.0,1774544986,13.1489,49.8457,9464.04,False,211.74,205.01,-6.18,,9159.24,1000.0,False,0,Lufthansa
a449cb,UAL1449,United States,1774544987.0,1774544987,-74.4658,41.004,1539.24,False,136.54,52.66,0.33,,1516.38,4106.0,False,0,United Airlines
86d996,JAL79,Japan,1774544986.0,1774544986,138.7921,34.7135,8869.68,False,211.25,232.32,6.5,,8991.6,,False,0,Japan Airlines
a59f15,UAL1089,United States,1774544986.0,1774544986,-95.3482,29.8921,1767.84,False,140.44,90.21,-0.33,,1859.28,,False,0,United Airlines
